,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
245,SAMN09652665,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",9236913,2327702076,10.1943835841849,10.1943835841849,WGS,,GENOMIC,PAIRED,SRR7525760,,SRS3549604,SRX4394350,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_156,P3961_156,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_2.fastq.gz,585740414;598112430,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525760/SRR7525760_2.fastq.gz,ff2a7245bdfb0320a6167e7739839c1f;29a140b9825c5267c75b5a445f804b95,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/000/SRR7525760,897551358.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525760,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525760,d378382b8e82f85ca13371155e0b76f2,,,,,,,,2019-04-29,2019-04-29,2019-04-29
246,SAMN09652666,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",10700985,2696648220,11.8102168785837,11.8102168785837,WGS,,GENOMIC,PAIRED,SRR7525763,,SRS3549601,SRX4394347,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_157,P3961_157,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_2.fastq.gz,658728973;673750954,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525763/SRR7525763_2.fastq.gz,a262319210da8866968b964e484f23a0;0060929df3aa559367600982e37d2c1d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/003/SRR7525763,1031837558.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525763,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525763,3ffb4f9a953891e85ca906a349d4422a,,,,,,,,2019-04-29,2019-04-29,2019-04-29
247,SAMN09652667,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",9948359,2506986468,10.9795759339921,10.9795759339921,WGS,,GENOMIC,PAIRED,SRR7525762,,SRS3549602,SRX4394348,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_158,P3961_158,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_2.fastq.gz,687266917;682171625,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525762/SRR7525762_2.fastq.gz,f72b55201169aa9974ec328db5baab35;92f8d84af72a631b4351692e2b3394dc,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/002/SRR7525762,1043434589.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525762,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525762,8fc9596faf2607c3a79eb5db368d3b6a,,,,,,,,2019-04-29,2019-04-29,2019-04-29
248,SAMN09652668,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",7575690,1909073880,8.36096321085561,8.36096321085561,WGS,,GENOMIC,PAIRED,SRR7525765,,SRS3549599,SRX4394345,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_159,P3961_159,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_2.fastq.gz,504072551;512014559,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525765/SRR7525765_2.fastq.gz,f3396b864bc33feda6bc7d765efcd050;04ac2cf7b42ce73090b2ced8d5c19067,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/005/SRR7525765,799363636.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525765,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525765,052b3fd11d14a69ef33db49fe8359e45,,,,,,,,2019-04-29,2019-04-29,2019-04-29
249,SAMN09652669,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",12304813,3100812876,13.5802928590607,13.5802928590607,WGS,,GENOMIC,PAIRED,SRR7525764,,SRS3549600,SRX4394346,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_160,P3961_160,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_2.fastq.gz,767420237;770782698,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525764/SRR7525764_2.fastq.gz,430265ea02bec91f006f58fac77e7dd7;d278c942a9937cddfc3f150c9ab86623,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/004/SRR7525764,1273131187.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525764,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525764,514b092340dcc3054f0e420d81d9f2ea,,,,,,,,2019-04-29,2019-04-29,2019-04-29
250,SAMN09652670,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",8684567,2188510884,9.58478306124072,9.58478306124072,WGS,,GENOMIC,PAIRED,SRR7525752,,SRS3549639,SRX4394358,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_163,P3961_163,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_2.fastq.gz,586490082;574670030,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525752/SRR7525752_2.fastq.gz,58d36c888bb7c16570404273013d03cc;eec248ec290a58a82e1f39e1d7817f0a,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/002/SRR7525752,837340185.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525752,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525752,475650a4200daa638b743624839dbc14,,,,,,,,2019-04-29,2019-04-29,2019-04-29
251,SAMN09652671,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",11006464,2773628928,12.1473609117594,12.1473609117594,WGS,,GENOMIC,PAIRED,SRR7525753,,SRS3549611,SRX4394357,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_164,P3961_164,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_2.fastq.gz,797511929;788739765,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525753/SRR7525753_2.fastq.gz,b3653685e380637366936d0e824e20e1;d1e5708e34e4dcb23235a626bf52b173,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/003/SRR7525753,1174691841.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525753,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525753,74126691ad270065acef1c9d9d765649,,,,,,,,2019-04-29,2019-04-29,2019-04-29
252,SAMN09652672,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",10234552,2579107104,11.2954348384885,11.2954348384885,WGS,,GENOMIC,PAIRED,SRR7525754,,SRS3549609,SRX4394356,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_170,P3961_170,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_2.fastq.gz,765257875;749937313,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525754/SRR7525754_2.fastq.gz,5a3b2a39f31cd44d85be0eddb93ce6fa;ca9ee4f288e208739ea2ccdd7656fb50,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/004/SRR7525754,1111130515.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525754,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525754,66661ad3dd23db6edae3e85ed36122c3,,,,,,,,2019-04-29,2019-04-29,2019-04-29
253,SAMN09652673,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",7730307,1948037364,8.53160734343929,8.53160734343929,WGS,,GENOMIC,PAIRED,SRR7525755,,SRS3549610,SRX4394355,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_173,P3961_173,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_2.fastq.gz,517803903;506476347,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525755/SRR7525755_2.fastq.gz,5b4286b40f42864f2519b264314ceb60;f573914d97814ea51f93a0271929178d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/005/SRR7525755,747438420.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525755,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525755,e4bafce8f670098fb74fbcd8f1248c6e,,,,,,,,2019-04-29,2019-04-29,2019-04-29
254,SAMN09652674,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",6343378,1598531256,7.00091346010078,7.00091346010078,WGS,,GENOMIC,PAIRED,SRR7525750,,SRS3549613,SRX4394360,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_174,P3961_174,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_2.fastq.gz,457849255;441340125,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525750/SRR7525750_2.fastq.gz,0dc9fe9297c60ec98067e5550920c5b1;450dd9e127ef99b2b7ec6fc2b4e82c7f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/000/SRR7525750,669631783.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525750,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525750,f54600fe4a8a3f75ea0ecece1ff8ca36,,,,,,,,2019-04-29,2019-04-29,2019-04-29
255,SAMN09652675,PRJNA480840,30576015,cerana,unknown,Thailand,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",2690556,678020112,2.9694509322249,2.9694509322249,WGS,,GENOMIC,PAIRED,SRR7525751,,SRS3549612,SRX4394359,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_175,P3961_175,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_2.fastq.gz,199969004;190561750,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525751/SRR7525751_2.fastq.gz,2312d9e61237d2347748aca30874efbd;f14d5a7fcb0b653ea2a081a429cba811,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/001/SRR7525751,287002671.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525751,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525751,47df4085a0788818c7c8d406f4affc1b,,,,,,,,2019-04-29,2019-04-29,2019-04-29
256,SAMN13065485,PRJNA577936,31860080,dorsata,unknown,Thailand,Asia,male,drone,2020,pooled,pooled,88152274,25713675447,114.155713799552,71.1703475334641,WGS,,GENOMIC,PAIRED,SRR10331020,http://europepmc.org/abstract/MED/31860080,SRS5561107,SRX7041203,PRJNA174724,NextSeq 500 sequencing; Illumina PE sequencing of A. dorsata: pooled drones,"Apis dorsata drones from Chiang Mai, Thailand: Genome sequencing and assembly",,"Pooled Apis dorsata drones from Chiang Mai, Thailand","The Asian Honey Bee (Apis dorsata) is distinct from its more widely distributed cousin A. mellifera by a few key characteristics. Most prominently, A. dorsata, nest in the open by forming a colony clustered around the honeycomb, while A. mellifera nest in concealed cavities. Additionally, the worker and reproductive castes are all of the same size in A. dorsata. In order to investigate these differences, we used DNA from a pooled set of drones to perform whole genome sequencing of A. dorsata using a hybrid Oxford Nanopore and Illumina approach.",7462,ILLUMINA,NextSeq 500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_2.fastq.gz,6995616375;7269880161,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10331020/SRR10331020_2.fastq.gz,3de682fbb4916d98e375c265130cac05;e753f1e149f99ad1410c8d197f2f9bf9,fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/020/SRR10331020,10883731263.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/020/SRR10331020,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/020/SRR10331020,127ae85b1d3aa2ecece18e05c33c4f0d,,,,,,,,2019-10-25,2019-10-25,2019-10-25
257,SAMN13135739,PRJNA579872,31730443,cerana,unknown,China,Asia,female,worker,2019,unknown,,7060009,2118002700,9.27598603737266,9.27598603737266,WGS,,GENOMIC,PAIRED,SRR10353283,,SRS5579743,SRX7062990,,"HiSeq X Ten sequencing; 2b-RAD simplified genome sequencing raw data of Apis cerana cerana whole body: YY34,YY26,YY36,YY37",2b-RAD simplified genome sequencing on A. cerana,,"YY34,YY26,YY36,YY37","YY34,YY26,YY36,YY37",7461,ILLUMINA,HiSeq X Ten,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_2.fastq.gz,557496133;670361391,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10353283/SRR10353283_2.fastq.gz,b9225013da70ccc1e73ba4be20e278bb;04301420548715376f8c5346ab19241f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/083/SRR10353283,1003429790.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/083/SRR10353283,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/083/SRR10353283,bca8daffc5a4e85bae211d20ad210f54,,,,,,,,2019-10-30,2019-10-30,2019-10-30
258,SAMN13135740,PRJNA579872,31730443,cerana,unknown,China,Asia,female,worker,2019,unknown,,5717596,1715278800,7.51221997922918,7.51221997922918,WGS,,GENOMIC,PAIRED,SRR10353281,,SRS5579745,SRX7062992,,"HiSeq X Ten sequencing; 2b-RAD simplified genome sequencing raw data of Apis cerana cerana whole body: LA1,LA3,LA5,MY1,MY2",2b-RAD simplified genome sequencing on A. cerana,,"LA1,LA3,LA5,MY1,MY2","LA1,LA3,LA5,MY1,MY2",7461,ILLUMINA,HiSeq X Ten,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_2.fastq.gz,522145679;548174325,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/081/SRR10353281/SRR10353281_2.fastq.gz,40dcea664c5e44c31603cf8776308a49;59cdbb7e3be14562504973965886f159,fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/081/SRR10353281,825854969.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/081/SRR10353281,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/081/SRR10353281,817f4376c95372d1b5dced8c69956309,,,,,,,,2019-10-30,2019-10-30,2019-10-30
259,SAMN13135741,PRJNA579872,31730443,cerana,unknown,China,Asia,female,worker,2019,unknown,,6522462,1956738600,8.56971520026303,8.56971520026303,WGS,,GENOMIC,PAIRED,SRR10353280,,SRS5579746,SRX7062993,,"HiSeq X Ten sequencing; 2b-RAD simplified genome sequencing raw data of Apis cerana cerana whole body: LA6,LA7,LA8,MY6,MY7",2b-RAD simplified genome sequencing on A. cerana,,"LA6,LA7,LA8,MY6,MY7","LA6,LA7,LA8,MY6,MY7",7461,ILLUMINA,HiSeq X Ten,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_2.fastq.gz,571746024;632810299,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/080/SRR10353280/SRR10353280_2.fastq.gz,508875f39f76fb12124aafa4ccc72116;7d2b07ca0862c69ae3384df7b27646eb,fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/080/SRR10353280,935376162.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/080/SRR10353280,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/080/SRR10353280,288e1cd526ce188803c6203bb45fe9ef,,,,,,,,2019-10-30,2019-10-30,2019-10-30
260,SAMN13135742,PRJNA579872,31730443,cerana,unknown,China,Asia,female,worker,2019,unknown,,5893902,1768170600,7.74386444233185,7.74386444233185,WGS,,GENOMIC,PAIRED,SRR10353279,,SRS5579747,SRX7062994,,"HiSeq X Ten sequencing; 2b-RAD simplified genome sequencing raw data of Apis cerana cerana whole body: MY8,MY9,MY10,MY11,MY13",2b-RAD simplified genome sequencing on A. cerana,,"MY8,MY9,MY10,MY11,MY13","MY8,MY9,MY10,MY11,MY13",7461,ILLUMINA,HiSeq X Ten,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_2.fastq.gz,509710475;558211476,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10353279/SRR10353279_2.fastq.gz,02be8e8211eb488654587556559c7e99;a3e39a4806b11abc90e2923aaca40bc6,fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/079/SRR10353279,841050279.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/079/SRR10353279,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/079/SRR10353279,d7e7fc8fb0802a2a842eb529bcb18622,,,,,,,,2019-10-30,2019-10-30,2019-10-30
